Date,TR-1 KWH,TR-1 Voltage (V),TR-1 Current (A),TR-2 KWH,TR-2 Voltage (V),TR-2 Current (A),Hostel-M Block-A AC MWH,Hostel-M Block-B AC MWH,Hostel-M Block-C AC MWH,Hostel-M Block-D AC MWH,Hostel-M Block-A L&P MWH,Hostel-M Block-B L&P MWH ,Hostel-M Block-C L&P MWH,Hostel-M Block-D L&P MWH,Kitchen MWH,"Consort Labour,AGT,FRF &  AGT Crane ",STP  MWH,CONSORT BATCHING PLANT MWH,"FR-A,B,C MWH",FRD Normal MWH,FRE Normal MWH,Pump Room SS-5 MWH,FRD & FRE Lift MWH,FRD AC MWH,Total Unit Consumed in KWH,Temperature_C
24-06-2024,10983827,419,180,3498702,420,180,1978.65,1971.17,300.78,2027.74,1238.98,1232.69,1317.87,806.5,2616.96,112.09,104.95,293.43,1436.29,340.83,399.75,545.07,205.19,309.82,3650,33.4
25-06-2024,10986603,419,215,3501874,421,262,1978.65,1971.17,300.78,2027.74,1239.03,1232.74,1318,806.57,2616.98,112.38,105.32,293.5,1437.51,341.39,400.5,545.48,205.22,309.83,4340,34
26-06-2024,10989657,420,167,3505248,420,268,1978.65,1971.17,300.78,2027.74,1239.09,1232.82,1318.13,806.68,2616.98,112.71,105.68,294.29,1438.9,342.05,401.27,545.79,205.26,309.84,5650,33
27-06-2024,10992424,411,163,3508233,413,215,1978.65,1971.17,300.78,2027.74,1239.18,1232.88,1318.36,806.77,2616.98,112.94,106.18,294.72,1440.52,342.71,402.03,546.14,205.3,309.84,5200,31.1
28-06-2024,10994236,419,164,3510396,421,193,1978.65,1971.17,300.78,2027.74,1239.22,1232.91,1318.46,806.81,2616.99,113.04,106.44,294.98,1441.44,343.07,402.49,546.36,205.33,309.85,3120,32.1
29-06-2024,10996483,420,155,3513563,421,200,1978.65,1971.17,300.78,2027.74,1239.28,1232.98,1318.6,806.88,2617.01,113.21,106.77,295.55,1442.55,343.49,403.13,546.63,205.36,309.85,4370,32.8
30-06-2024,1099208,418,167,3516407,420,250,1978.65,1971.17,300.78,2027.74,1239.34,1233.08,1318.71,806.94,2617.02,113.38,107.8,296.01,1443.96,343.99,403.94,547,205.4,309.85,5250,32.3
01-07-2024,11001892,416,184,3519157,417,188,1978.65,1971.17,300.78,2027.74,1239.39,1233.16,1318.8,807,2617.02,113.55,107.4,296.42,1445.39,344.51,404.75,547.32,205.43,309.85,3650,31.9
02-07-2024,11004643,420,191,3522480,424,152,1978.65,1971.17,300.78,2027.77,1239.47,1233.26,1318.89,807.07,2617.03,113.67,107.75,296.99,1446.77,345.11,405.57,547.72,205.47,309.85,4960,31.4
03-07-2024,11007577,426,188,3526166,429,241,1978.65,1971.17,300.78,2027.77,1239.55,1233.34,1319,807.14,2617.06,113.85,108.12,297.5,1448.23,345.78,406.47,548.06,205.51,309.85,5400,29.4
04-07-2024,11009937,414,117,3529119,417,208,1978.65,1971.17,300.78,2027.77,1239.61,1233.48,1319.09,807.18,2617.07,114.05,108.51,297.86,1449.34,346.28,407.15,548.38,205.55,309.85,4250,29.3
05-07-2024,11012398,418,184,3532437,421,222,1978.65,1971.17,300.78,2027.77,1239.69,1233.69,1319.19,807.26,2617.09,114.19,108.86,298.25,1450.53,346.81,407.83,548.69,205.59,309.86,4440,30.6
06-07-2024,11014353,414,100,3535509,417,145,1978.65,1971.17,300.78,2027.78,1239.82,1233.85,1319.26,807.31,2617.09,114.31,109.19,298.62,1451.46,347.24,408.42,548.99,205.62,309.86,3870,28.4
07-07-2024,11016253,413,110,3538259,418,170,1978.65,1971.17,300.78,2027.78,1239.89,1234.01,1319.32,807.35,2617.1,114.44,109.51,298.97,1452.35,347.68,409.05,549.19,205.66,309.86,3690,29.2
08-07-2024,11018250,415,120,3541270,420,190,1978.65,1971.17,300.78,2027.78,1239.97,1234.09,1319.37,807.39,2617.1,114.62,109.85,299.34,1453.3,348.11,409.55,549.45,205.7,309.86,3500,29.8
09-07-2024,11020349,417,155,3544394,419,255,1978.65,1971.17,300.78,2027.78,1240.08,1234.21,1319.45,807.44,2617.1,114.8,110.29,299.77,1454.37,348.55,410.1,549.82,205.75,309.86,4350,31.2
10-07-2024,11022631,418,149,3547807,420,267,1978.65,1971.17,300.78,2027.78,1240.23,1234.28,1319.49,807.49,2617.12,114.94,110.65,300.15,1455.53,348.79,410.81,550.09,205.83,309.86,4190,32.4
11-07-2024,11025489,418,87,3550831,421,183,1978.65,1971.17,300.78,2027.78,1240.39,1234.37,1319.53,807.55,2617.14,115.15,110.95,300.6,1457.11,349.52,411.63,550.39,205.95,309.86,5070,33.1
12-07-2024,11028713,418,199,3553900,420,154,1978.65,1971.17,300.78,2027.78,1240.5,1234.52,1319.58,807.62,2617.22,115.33,111.23,301.03,1458.73,350.24,412.5,550.82,205.99,309.86,5330,30.3
13-07-2024,11030375,423,162,3557077,423,209,1978.65,1971.17,300.78,2027.78,1240.6,1234.69,1319.62,807.68,2617.26,115.53,111.51,301.52,1458.94,350.24,413.14,551.02,206.42,309.86,3330,30.6
14-07-2024,11033171,422,258,3559866,424,178,1978.65,1971.17,300.78,2027.78,1240.69,1234.69,1319.69,807.72,2617.31,115.71,111.82,301.83,1460.21,350.24,413.88,551.45,206.46,309.86,3640,32.4
15-07-2024,11035942,425,191,3563220,425,263,1978.65,1971.17,300.78,2027.95,1240.78,1234.78,1319.74,807.78,2617.34,115.68,112.22,302.25,1461.56,350.24,414.74,551.79,206.49,309.86,3940,32.2
16-07-2024,11038722,424,220,3566428,422,230,1978.65,1971.17,300.78,2027.98,1240.85,1234.87,1319.8,807.84,2617.36,116.02,112.6,302.59,1463.09,350.24,415.57,552.08,206.53,309.86,4370,32.7
17-07-2024,11043221,422,218,3570067,420,210,1978.67,1973.95,300.78,2027.98,1240.92,1234.98,1319.86,807.89,2617.42,116.16,113.03,302.92,1464.41,350.9,416.32,552.41,206.57,309.87,7760,30
18-07-2024,11046511,422,210,3572924,422,151,1978.67,1974.97,300.78,2027.98,1240.98,1235.09,1319.91,807.95,2617.45,116.29,113.38,303.33,1465.53,351.37,417.01,552.74,206.6,309.87,4970,31.4
